keypoint_id,accuracy,count,avg_distance,std_distance,accuracy_pct
11,0.6538,182,0.1693,0.1678,65.38000000000001
12,0.697,132,0.1626,0.177,69.69999999999999
13,0.7121,132,0.1574,0.1529,71.21
10,0.7835,462,0.1203,0.1347,78.35
9,0.83,506,0.1111,0.1091,83.0
2,0.8867,600,0.0785,0.11,88.67
14,0.9167,156,0.0811,0.0722,91.67
3,0.9547,552,0.0564,0.0731,95.47
1,0.9762,420,0.0476,0.053,97.61999999999999
0,0.9895,380,0.0504,0.0517,98.95
4,1.0,552,0.0279,0.0272,100.0
5,1.0,600,0.028,0.0324,100.0
6,1.0,462,0.018,0.0135,100.0
7,1.0,600,0.0137,0.0113,100.0
8,1.0,462,0.0138,0.0131,100.0
